id,question_id,option_id,student_id,content,project_id,table_id,year,del_flag,create_by,create_time,update_by,update_time,remark
"17219811	","310000	",,"210411106010101	",210411106010101,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219812	","310001	",,"210411106010101	",21,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219813	","310002	",,"210411106010101	",04,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219814	","310042	",,"210411106010101	",11,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219815	","310043	","31000355	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219816	","310044	",,"210411106010101	",06,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219817	","310047	",,"210411106010101	",01,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219818	","310048	",,"210411106010101	",0101,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219819	","310049	","31000010	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219820	","310051	","31000014	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219821	","310055	",,"210411106010101	",9,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219822	","310057	",,"210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219823	","31015901	",,"210411106010101	",60,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219824	","31001801	",,"210411106010101	",21,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219825	","31001804	",,"210411106010101	",6,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219826	","31001808	",,"210411106010101	",5,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219827	","31001811	",,"210411106010101	",4,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219828	","31001814	",,"210411106010101	",4,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219829	","31001817	",,"210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219830	","31001802	",,"210411106010101	",0,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219831	","31001805	",,"210411106010101	",45,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219832	","31001809	",,"210411106010101	",0,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219833	","31001812	",,"210411106010101	",0,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219834	","31001815	",,"210411106010101	",0,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219835	","31001818	",,"210411106010101	",0,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219836	","310050	","31000013	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219837	","310059	","31000229	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219838	","310060	","31000353	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219839	","310061	","31000351	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219840	","310062	","31000348	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219841	","310063	","31000346	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219842	","310064	","31000344	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219843	","310065	","31000342	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219844	","310067	","31000028	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219845	","310069	","31000030	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219846	","310072	","31007202	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219847	","310073	","31007302	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219848	","310074	","31007403	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219849	","310076	","31007605	","210411106010101	",5,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219850	","310078	","31007803	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219851	","310079	","31007905	","210411106010101	",5,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219852	","310087	","31000052	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219853	","310088	","31008803	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219854	","310089	","31000064	","210411106010101	",6,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219855	","310089001	","31008900101	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219856	","310089002	","31008900203	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219857	","310091	","31009105	","210411106010101	",5,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219858	","310093	","31009301	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219859	","310103	","31010302	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219860	","310104	","31010403	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219861	","310106	","31010605	","210411106010101	",5,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219862	","310109	","31010902	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219863	","310111	","31011104	","210411106010101	",4,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219864	","310113	","31011303	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219865	","310141	","31014103	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219866	","310144	","31014402	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219867	","310145	","31014503	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219868	","310146	","31014602	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219869	","310147	","31014703	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219870	","310155	","31015503	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219871	","310157	","31015701	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219872	","310158	","31015801	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219873	","310159	","31015901	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219874	","310162	","31016202	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219875	","310164	","31016401	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219876	","310011	","31001102	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219877	","310012	","31001201	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219878	","310013	","31001301	","210411106010101	",5,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219879	","310014	","31001404	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219880	","310015	","31001503	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219881	","31001501	","3100150103	","210411106010101	",3,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219882	","310017	","31001702	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219883	","31001806	","3100180601	","210411106010101	",1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219884	","310020	","31002002	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219885	","310041	","31004102	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219886	","310174	","31000433	","210411106010101	",2,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219887	","310045	",,"210411106010101	",27/10/2025,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219888	","310185	",,"210411106010101	",7.1,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219889	","31018309	",,"210411106010101	",,"2	","6	",2025,0,,2025/10/27 21:03,,,
"17219890	","500036	",,"210411106010101	",210411106010101,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219891	","500037	",,"210411106010101	",21,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219892	","500038	",,"210411106010101	",2104,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219893	","500039	",,"210411106010101	",210411,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219894	","500040	","50004001	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219895	","500041	",,"210411106010101	",06,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219896	","500002	","50000202	","210411106010101	",2,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219897	","500003	","50000302	","210411106010101	",2,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219898	","500004	","50000401	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219899	","500005	","50000501	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219900	","500006	","50000601	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219901	","500007	","50000701	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219902	","500008	","50000801	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219903	","500009	","50000901	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219904	","500010	","50001001	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219905	","500011	","50001101	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219906	","500016	","50001605	","210411106010101	",5,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219907	","500017	","50001701	","210411106010101	",1,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219908	","500018	","50001804	","210411106010101	",4,"2	","11	",2025,0,,2025/10/27 21:03,,,
"17219909	","500019	","50001902	","210411106010101	",2,"2	","11	",2025,0,,2025/10/27 21:03,,,
